correct_form	morph_parse	lemma	frequency
ezdirmek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	ez	8
neticelendirilememiştir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Narr+A3sg+Cop+A3sg	neticelen	8
hapsettirildi	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	hapset	8
çakıştırılmaz	Verb+Verb+Caus+Verb+Pass+Neg+Aor+A3sg	çakış	8
duraklattı	Verb+Verb+Caus+Pos+Past+A3sg	durakla	8
baktırdığı	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	bak	8
baktırmasıyla	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Ins	bak	8
gülümsetecek	Verb+Verb+Caus+Pos+Fut+A3sg	gülümse	8
saçtırma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	saç	8
saçtırıldığı	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	saç	8
saçtırılan	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	saç	8
Şenlendirici'nin	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Apos+Gen	şenlen	8
savaştırdılar	Verb+Verb+Caus+Pos+Past+A3pl	savaş	8
Saçtırma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	saç	8
saçtırır	Verb+Verb+Caus+Pos+Aor+A3sg	saç	8
saçtırılmasının	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Gen	saç	8
saçtırmanın	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	saç	8
saçtırılabilir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	saç	8
ezdirmeden	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Abl	ez	8
çözdüre	Verb+Verb+Caus+Pos+Opt+A3sg	çöz	8
çakıştırılarak	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	çakış	8
gülümsetmeyi	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	gülümse	8
savaştırırlar	Verb+Verb+Caus+Pos+Aor+A3pl	savaş	8
dikleştirir	Verb+Verb+Caus+Pos+Aor+A3sg	dikleş	8
neticelendirilirdi	Verb+Verb+Caus+Verb+Pass+Pos+Aor+Past+A3sg	neticelen	8
baktırılır	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	bak	8
ezdirdiğini	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	ez	8
savaştırmışlardır	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	savaş	8
yutturmak	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	yut	8
ivmelendirilmiş	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Verb+Acquire+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	iv	8
baktırtmayı	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	bak	8
baktırmak	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	bak	8
yutturmaktalar	Verb+Verb+Caus+Pos+Prog2+A3pl	yut	8
ivmelendirilmesi	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Verb+Acquire+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	iv	8
gülümsetmesi	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	gülümse	8
yutturulur	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	yut	8
gülümsetiyor	Verb+Verb+Caus+Pos+Prog1+A3sg	gülümse	8
çakıştırılabilir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	çakış	8
ezdirmemek	Verb+Verb+Caus+Neg+Noun+Inf1+A3sg+Pnon+Nom	ez	8
Baktırır	Verb+Verb+Caus+Pos+Aor+A3sg	bak	8
hapsettirdiği	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	hapset	8
şenlendirmek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	şenlen	8
ivmelendirmesi	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Verb+Acquire+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	iv	8
hapsettirip	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	hapset	8
baktırıldığı	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	bak	8
neticelendirilir	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	neticelen	8
hapsettirmesi	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	hapset	8
dikleştirerek	Verb+Verb+Caus+Pos+Adv+ByDoingSo	dikleş	8
şenlendirmiş	Verb+Verb+Caus+Pos+Narr+A3sg	şenlen	8
ivmelendirir	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Verb+Acquire+Verb+Caus+Pos+Aor+A3sg	iv	8
dikleştirilmiştir	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	dikleş	8
kıydırmak	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	kıy	7
hastalandırılabilirler	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3pl	hastalan	7
naklettirmeye	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	naklet	7
naklettirmişlerdir	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	naklet	7
aşırttığı	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	aşır	7
hastalandıran	Verb+Verb+Caus+Pos+Adj+PresPart	hastalan	7
tarata	Verb+Verb+Caus+Pos+Opt+A3sg	tara	7
saydıran	Verb+Verb+Caus+Pos+Adj+PresPart	say	7
genleştirici	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	genleş	7
sorgulatır	Verb+Verb+Caus+Pos+Aor+A3sg	sorgula	7
naklettirme	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	naklet	7
döşettirdi	Verb+Verb+Caus+Verb+Caus+Pos+Past+A3sg	döşe	7
kıydırdıkları	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	kıy	7
parçalatır	Verb+Verb+Caus+Pos+Aor+A3sg	parçala	7
katlettirmiştir	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	katlet	7
döşetmişti	Verb+Verb+Caus+Pos+Narr+Past+A3sg	döşe	7
ısındırır	Verb+Verb+Caus+Pos+Aor+A3sg	ısın	7
ezberletilmiştir	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	ezberle	7
inletirdi	Verb+Verb+Caus+Pos+Aor+Past+A3sg	inle	7
katlettirmek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	katlet	7
sorgulatıyor	Verb+Verb+Caus+Pos+Prog1+A3sg	sorgula	7
naklettirecektir	Verb+Verb+Caus+Pos+Fut+A3sg+Cop+A3sg	naklet	7
edindirdiler	Verb+Verb+Caus+Pos+Past+A3pl	edin	7
sorgulatmayan	Verb+Verb+Caus+Neg+Adj+PresPart	sorgula	7
ağrıtacaktı	Verb+Verb+Caus+Pos+Fut+Past+A3sg	ağrı	7
katlettirdi	Verb+Verb+Caus+Pos+Past+A3sg	katlet	7
ucuzlatmadan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Abl	ucuzla	7
katlettirdiler	Verb+Verb+Caus+Pos+Past+A3pl	katlet	7
aşırtmak	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	aşır	7
taratılmasıyla	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	tara	7
aşırtılması	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	aşır	7
edindirmiş	Verb+Verb+Caus+Pos+Narr+A3sg	edin	7
ucuzlatılmış	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	ucuzla	7
genleştirerek	Verb+Verb+Caus+Pos+Adv+ByDoingSo	genleş	7
döşeterek	Verb+Verb+Caus+Pos+Adv+ByDoingSo	döşe	7
ağrıtmaya	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	ağrı	7
Aşırtmalı	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With	aşır	7
kıydırıp	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	kıy	7
telaşlandırır	Verb+Verb+Caus+Pos+Aor+A3sg	telaşlan	7
kıydırmıştır	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	kıy	7
Edindirme	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	edin	7
ısındırmayı	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	ısın	7
kutuplaştıran	Verb+Verb+Caus+Pos+Adj+PresPart	kutuplaş	7
ezberletmek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	ezberle	7
taratalım	Verb+Verb+Caus+Pos+Opt+A1pl	tara	7
ağrıttı	Verb+Verb+Caus+Pos+Past+A3sg	ağrı	7
telaşlandırıyor	Verb+Verb+Caus+Pos+Prog1+A3sg	telaşlan	7
ısındırmak	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	ısın	7
saydırılırken	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg+Adv+While	say	7
parçalatıldı	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	parçala	7
döşettirmiştir	Verb+Verb+Caus+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	döşe	7
telaşlandırmasına	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Dat	telaşlan	7
hastalandırılınca	Verb+Verb+Caus+Verb+Pass+Pos+Adv+When	hastalan	7
saydırmaya	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	say	7
edindirmek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	edin	7
naklettirmezse	Verb+Verb+Caus+Neg+Aor+Cond+A3sg	naklet	7
katlettirdiğinde	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Loc	katlet	7
ağrıtabileceğini	Verb+Verb+Caus+Verb+Able+Pos+Noun+FutPart+A3sg+P3sg+Acc	ağrı	7
kutuplaştırılmıştır	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	kutuplaş	7
genleştirilmesi	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	genleş	7
kutuplaştırılabilmesi	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom	kutuplaş	7
katlettirerek	Verb+Verb+Caus+Pos+Adv+ByDoingSo	katlet	7
bağışlatma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	bağışla	7
ucuzlatınca	Verb+Verb+Caus+Pos+Adv+When	ucuzla	7
taratmalarına	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Dat	tara	7
bağışlatmıştır	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	bağışla	7
döşetmiş	Verb+Verb+Caus+Pos+Narr+A3sg	döşe	7
taratıp	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	tara	7
edindirmişlerdir	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	edin	7
saydırdılar	Verb+Verb+Caus+Pos+Past+A3pl	say	7
aşırtınca	Verb+Verb+Caus+Pos+Adv+When	aşır	7
inletmiş	Verb+Verb+Caus+Pos+Narr+A3sg	inle	7
sorgulatmayı	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	sorgula	7
kıydırma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	kıy	7
bağışlatan	Verb+Verb+Caus+Pos+Adj+PresPart	bağışla	7
kıydırdığı	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	kıy	7
ısındırmıştır	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	ısın	7
telaşlandırmıştır	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	telaşlan	7
parçalatıldığı	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	parçala	7
saydırma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	say	7
inlet	Verb+Verb+Caus+Pos+Imp+A2sg	inle	7
bağışlatır	Verb+Verb+Caus+Pos+Aor+A3sg	bağışla	7
edindirme	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	edin	7
saydır	Verb+Verb+Caus+Pos+Imp+A2sg	say	7
tarattı	Verb+Verb+Caus+Pos+Past+A3sg	tara	7
inletmiştir	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	inle	7
hastalandırıcılık	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom	hastalan	7
sorgulatmak	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	sorgula	7
inletecek	Verb+Verb+Caus+Pos+Fut+A3sg	inle	7
edindirilmektedir	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	edin	7
saydıranlar	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	say	7
seyrettirilir	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	seyret	7
telaşlandırmanın	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	telaşlan	7
genleştirir	Verb+Verb+Caus+Pos+Aor+A3sg	genleş	7
ısındırma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	ısın	7
genleştirmekte	Verb+Verb+Caus+Pos+Prog2+A3sg	genleş	7
inletmektedir	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	inle	7
hastalandırır	Verb+Verb+Caus+Pos+Aor+A3sg	hastalan	7
parçalattı	Verb+Verb+Caus+Pos+Past+A3sg	parçala	7
seyrettirmeye	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	seyret	7
kıydırarak	Verb+Verb+Caus+Pos+Adv+ByDoingSo	kıy	7
sorgulatıyordu	Verb+Verb+Caus+Pos+Prog1+Past+A3sg	sorgula	7
kutuplaştırıcı	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	kutuplaş	7
telaşlandırıyordu	Verb+Verb+Caus+Pos+Prog1+Past+A3sg	telaşlan	7
seyrettiriyorlardı	Verb+Verb+Caus+Pos+Prog1+A3pl+Past	seyret	7
taratıldığında	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Loc	tara	7
parçalatılmadan	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Abl	parçala	7
ezberletmiş	Verb+Verb+Caus+Pos+Narr+A3sg	ezberle	7
ucuzlatacaklar	Verb+Verb+Caus+Pos+Fut+A3pl	ucuzla	7
ucuzlatılması	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	ucuzla	7
seyrettirilmesi	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	seyret	7
seyrettirirler	Verb+Verb+Caus+Pos+Aor+A3pl	seyret	7
bağışlatmayı	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	bağışla	7
ezberletilirdi	Verb+Verb+Caus+Verb+Pass+Pos+Aor+Past+A3sg	ezberle	7
ısındırılması	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	ısın	7
ucuzlatma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	ucuzla	7
hastalandırılacağına	Verb+Verb+Caus+Verb+Pass+Pos+Noun+FutPart+A3sg+P3sg+Dat	hastalan	7
parçalatmıştır	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	parçala	7
kutuplaştırmaya	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	kutuplaş	7
ağrıtan	Verb+Verb+Caus+Pos+Adj+PresPart	ağrı	7
Genleştirme	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	genleş	7
bağışlattı	Verb+Verb+Caus+Pos+Past+A3sg	bağışla	7
genleştirildiğinde	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Loc	genleş	7
döşetip	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	döşe	7
ağrıtmaktadır	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	ağrı	7
sorgulatan	Verb+Verb+Caus+Pos+Adj+PresPart	sorgula	7
katlettiren	Verb+Verb+Caus+Pos+Adj+PresPart	katlet	7
ezberlettiği	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	ezberle	7
seyrettirildiğine	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Dat	seyret	7
aşırtan	Verb+Verb+Caus+Pos+Adj+PresPart	aşır	7
bağışlatmak	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	bağışla	7
ağrıtmıştı	Verb+Verb+Caus+Pos+Narr+Past+A3sg	ağrı	7
kutuplaştırma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	kutuplaş	7
aşırtma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	aşır	7
parçalatılmıştır	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	parçala	7
ezberletmeye	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	ezberle	7
naklettirmekte	Verb+Verb+Caus+Pos+Prog2+A3sg	naklet	7
hastalandırabilirler	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3pl	hastalan	7
ısındırılan	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	ısın	7
telaşlandırdı	Verb+Verb+Caus+Pos+Past+A3sg	telaşlan	7
seyrettirilebilir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	seyret	7
Kutuplaştırma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	kutuplaş	7
inletirler	Verb+Verb+Caus+Pos+Aor+A3pl	inle	7
döşetti	Verb+Verb+Caus+Pos+Past+A3sg	döşe	7
ezberlettirilir	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	ezberle	7
ucuzlatmak	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	ucuzla	7
naklettirdi	Verb+Verb+Caus+Pos+Past+A3sg	naklet	7
köpürtücülerin	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+Pnon+Gen	köpür	6
köpürtülerek	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	köpür	6
oylattı	Verb+Verb+Caus+Pos+Past+A3sg	oyla	6
köpürtücülerden	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+Pnon+Abl	köpür	6
Katıştıran	Verb+Verb+Caus+Pos+Adj+PresPart	katış	6
sattırıp	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	sat	6
yeniletti	Verb+Verb+Caus+Pos+Past+A3sg	yenile	6
köpürtücüdür	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	köpür	6
sardırır	Verb+Verb+Caus+Pos+Aor+A3sg	sar	6
ısırtan	Verb+Verb+Caus+Pos+Adj+PresPart	ısır	6
seğirterek	Verb+Verb+Caus+Pos+Adv+ByDoingSo	seğir	6
bağırta	Verb+Verb+Caus+Pos+Opt+A3sg	bağır	6
Tutundurma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	tutun	6
tutundurma'nın	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Apos+Gen	tutun	6
kabullendirebileceği	Verb+Verb+Caus+Verb+Able+Pos+Adj+FutPart+P3sg	kabullen	6
dizdirdi	Verb+Verb+Caus+Pos+Past+A3sg	diz	6
ısırtarak	Verb+Verb+Caus+Pos+Adv+ByDoingSo	ısır	6
girdirmiştir	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	gir	6
üleştirdiklerini	Verb+Verb+Caus+Pos+Noun+PastPart+A3pl+P3sg+Acc	üleş	6
ferahlatır	Verb+Verb+Caus+Pos+Aor+A3sg	ferahla	6
tutundurulması	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	tutun	6
katıştırıldığının	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Gen	katış	6
Üşütmek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	üşü	6
ufaltılması	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	ufal	6
solduran	Verb+Verb+Caus+Pos+Adj+PresPart	sol	6
tutundurma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	tutun	6
bağırtana	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3sg+Pnon+Dat	bağır	6
dizdiren	Verb+Verb+Caus+Pos+Adj+PresPart	diz	6
ferahlattı	Verb+Verb+Caus+Pos+Past+A3sg	ferahla	6
köpürtülür	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	köpür	6
ısırtmıştır	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	ısır	6
küstürmemek	Verb+Verb+Caus+Neg+Noun+Inf1+A3sg+Pnon+Nom	küs	6
dizdirmekten	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Abl	diz	6
ferahlatacak	Verb+Verb+Caus+Pos+Fut+A3sg	ferahla	6
sardırılabilir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	sar	6
ferahlatan	Verb+Verb+Caus+Pos+Adj+PresPart	ferahla	6
yuvarlatılıp	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	yuvarla	6
Katıştırıldığı	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	katış	6
soldurulması	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	sol	6
dizdirerek	Verb+Verb+Caus+Pos+Adv+ByDoingSo	diz	6
ısırttığını	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	ısır	6
oylatmaya	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	oyla	6
sattırarak	Verb+Verb+Caus+Pos+Adv+ByDoingSo	sat	6
üşütebilir	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	üşü	6
çiğnetmeyi	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	çiğne	6
sattırdı	Verb+Verb+Caus+Pos+Past+A3sg	sat	6
sardırmaktadır	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	sar	6
ufaltmak	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	ufal	6
ufaltmaya	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	ufal	6
Seğirtme	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	seğir	6
çiğnetildi	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	çiğne	6
bağırtarak	Verb+Verb+Caus+Pos+Adv+ByDoingSo	bağır	6
Küstürmeme	Verb+Verb+Caus+Neg+Noun+Inf2+A3sg+Pnon+Nom	küs	6
seğirt	Verb+Verb+Caus+Pos+Imp+A2sg	seğir	6
katıştırarak	Verb+Verb+Caus+Pos+Adv+ByDoingSo	katış	6
kabullendirmeyi	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	kabullen	6
sardır	Verb+Verb+Caus+Pos+Imp+A2sg	sar	6
kabullendirmiş	Verb+Verb+Caus+Pos+Narr+A3sg	kabullen	6
yuvarlatılarak	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	yuvarla	6
yuvarlatılmak	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf1+A3sg+Pnon+Nom	yuvarla	6
sattırmam	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P1sg+Nom	sat	6
Sattırmam	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P1sg+Nom	sat	6
bağırttı	Verb+Verb+Caus+Pos+Past+A3sg	bağır	6
dizdirmek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	diz	6
bağırtan	Verb+Verb+Caus+Pos+Adj+PresPart	bağır	6
ufaltılmış	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	ufal	6
üşütmesi	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	üşü	6
yuvarlatılır	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	yuvarla	6
kabullendirememe	Verb+Verb+Caus+Verb+Able+Neg+Noun+Inf2+A3sg+Pnon+Nom	kabullen	6
sattırdığı	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	sat	6
köpürtücü	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	köpür	6
katıştırılarak	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	katış	6
yeniletmeleri	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Nom	yenile	6
Üleştirme	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	üleş	6
üleştirme	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	üleş	6
üleştirildi	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	üleş	6
küstüren	Verb+Verb+Caus+Pos+Adj+PresPart	küs	6
kabullendirir	Verb+Verb+Caus+Pos+Aor+A3sg	kabullen	6
oylat	Verb+Verb+Caus+Pos+Imp+A2sg	oyla	6
oylatın	Verb+Verb+Caus+Pos+Imp+A2pl	oyla	6
soldurabilmektedir	Verb+Verb+Caus+Verb+Able+Pos+Prog2+A3sg+Cop+A3sg	sol	6
sardırarak	Verb+Verb+Caus+Pos+Adv+ByDoingSo	sar	6
soldurularak	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	sol	6
ufaltmaktır	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	ufal	6
çiğnetilmişti	Verb+Verb+Caus+Verb+Pass+Pos+Narr+Past+A3sg	çiğne	6
oylattır	Verb+Verb+Caus+Verb+Caus+Pos+Imp+A2sg	oyla	6
küstürmek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	küs	6
küstürüyor	Verb+Verb+Caus+Pos+Prog1+A3sg	küs	6
Oylat	Verb+Verb+Caus+Pos+Imp+A2sg	oyla	6
soldurtmam	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+P1sg+Nom	sol	6
üleştirmekte	Verb+Verb+Caus+Pos+Prog2+A3sg	üleş	6
