word	pos_tag	morph_parse	lemma	correct_form
.	Punc	Punc	.	.
Linux'un	UnDef	UnDef	Linux'un	Linux'un
önemli	Noun	Noun+A3sg+Pnon+Nom+Adj+With	önem	önemli
bir	Det	Det	bir	bir
yanı	Noun	Noun+A3sg+P3sg+Nom	yan	yanı
da	Conj	Conj	da	da
GNU	UnDef	UnDef	GNU	GNU
Projesi'nin	Noun	Noun+A3sg+P3sg+Apos+Gen	proje	Projesi'nin
eksik	Noun	Noun+A3sg+Pnon+Nom	eksik	eksik
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
bir	Det	Det	bir	bir
parçasını	Noun	Noun+A3sg+P3sg+Acc	parça	parçasını
doldurmasıdır	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	dol	doldurmasıdır
.	Punc	Punc	.	.
GNU	UnDef	UnDef	GNU	GNU
Projesi	Noun	Noun+A3sg+P3sg+Nom	proje	Projesi
çerçevesinde	Noun	Noun+A3sg+P3sg+Loc	çerçeve	çerçevesinde
yaratılacak	Verb	Verb+Verb+Pass+Pos+Fut+A3sg	yarat	yaratılacak
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
Unix	UnDef	UnDef	Unix	Unix
benzeri	Adj	Adj	benzeri	benzeri
işletim	Noun	Noun+A3sg+Pnon+Nom	işletim	işletim
sisteminin	Noun	Noun+A3sg+P3sg+Gen	sistem	sisteminin
çoğu	Adj	Adj	çoğu	çoğu
parçaları	Noun	Noun+A3pl+P3sg+Nom	parça	parçaları
bitmişti	Verb	Verb+Pos+Narr+Past+A3sg	bit	bitmişti
.	Punc	Punc	.	.
Yapılmayan	Verb	Verb+Verb+Pass+Neg+Adj+PresPart	yap	Yapılmayan
en	Adv	Adv	en	en
önemli	Noun	Noun+A3sg+Pnon+Nom+Adj+With	önem	önemli
parça	Noun	Noun+A3sg+Pnon+Nom	parça	parça
işletim	Noun	Noun+A3sg+Pnon+Nom	işletim	işletim
sisteminin	Noun	Noun+A3sg+P3sg+Gen	sistem	sisteminin
çekirdeği	Noun	Noun+A3sg+P3sg+Nom	çekirdek	çekirdeği
idi	Verb	Verb+Pos+Past+A3sg	i	idi
.	Punc	Punc	.	.
Bu	Det	Det	bu	Bu
eksikte	Noun	Noun+A3sg+Pnon+Loc	eksik	eksikte
Linux	UnDef	UnDef	Linux	Linux
tarafından	Noun	Noun+A3sg+P3sg+Abl	taraf	tarafından
kapatılmış	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	kapa	kapatılmış
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
.	Punc	Punc	.	.
Linux'un	UnDef	UnDef	Linux'un	Linux'un
esinlendiği	Verb	Verb+Verb+Pass+Pos+Adj+PastPart+P3sg	esinle	esinlendiği
Unix	UnDef	UnDef	Unix	Unix
işletim	Noun	Noun+A3sg+Pnon+Nom	işletim	işletim
sistemin	Noun	Noun+A3sg+Pnon+Gen	sistem	sistemin
temelleri	Noun	Noun+A3pl+P3sg+Nom	temel	temelleri
,	Punc	Punc	,	,
1969	Num	Num	1969	1969
yılında	Noun	Noun+A3sg+P3sg+Loc	yıl	yılında
MIT	abbr	Massachusetts_Institute_Of_Technology	Massachusetts_Institute_Of_Technology	MIT
(	Punc	Punc	(	(
Massachusetts	UnDef	UnDef	Massachusetts	Massachusetts
Teknoloji	Noun	Noun+A3sg+Pnon+Nom	teknoloji	Teknoloji
Enstitüsü	Noun	Noun+A3sg+P3sg+Nom	enstitü	Enstitüsü
)	Punc	Punc	)	)
,	Punc	Punc	,	,
AT	Noun	Noun+A3sg+Pnon+Nom	at	AT
amp;	UnDef	UnDef	amp;	amp;
T	UnDef	UnDef	T	T
Bell	Noun	Noun+Prop+A3sg+Pnon+Nom	Bell	Bell
Labs	UnDef	UnDef	Labs	Labs
ve	Conj	Conj	ve	ve
General	Noun	Noun+A3sg+Pnon+Nom	general	General
Electric'in	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Electric	Electric'in
ortak	Noun	Noun+A3sg+Pnon+Nom	ortak	ortak
çalışmasıyla	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Ins	çalış	çalışmasıyla
geliştirilmiş	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	geliş	geliştirilmiş
MULTICS	UnDef	UnDef	MULTICS	MULTICS
projesiyle	Noun	Noun+A3sg+P3sg+Ins	proje	projesiyle
atılmıştır	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	at	atılmıştır
.	Punc	Punc	.	.
1969	Num	Num	1969	1969
yılında	Noun	Noun+A3sg+P3sg+Loc	yıl	yılında
,	Punc	Punc	,	,
Amerika'da	Noun	Noun+Prop+A3sg+Pnon+Apos+Loc	Amerika	Amerika'da
ki	Conj	Conj	ki	ki
AT	Noun	Noun+A3sg+Pnon+Nom	at	AT
amp;	UnDef	UnDef	amp;	amp;
T	UnDef	UnDef	T	T
Bell	Noun	Noun+Prop+A3sg+Pnon+Nom	Bell	Bell
Labs	UnDef	UnDef	Labs	Labs
da	Conj	Conj	da	da
Ken	Noun	Noun+Prop+A3sg+Pnon+Nom	Ken	Ken
Thompson	Noun	Noun+Prop+A3sg+Pnon+Nom	Thompson	Thompson
,	Punc	Punc	,	,
Dennis	Noun	Noun+Prop+A3sg+Pnon+Nom	Dennis	Dennis
Ritchie	UnDef	UnDef	Ritchie	Ritchie
,	Punc	Punc	,	,
Douglass	UnDef	UnDef	Douglass	Douglass
Mcllroy	UnDef	UnDef	Mcllroy	Mcllroy
ve	Conj	Conj	ve	ve
Joe	Noun	Noun+Prop+A3sg+Pnon+Nom	Joe	Joe
Ossana	UnDef	UnDef	Ossana	Ossana
tarafından	Noun	Noun+A3sg+P3sg+Abl	taraf	tarafından
uygulama	Noun	Noun+A3sg+Pnon+Nom	uygulama	uygulama
haline	Noun	Noun+NoHats+A3sg+P3sg+Dat	hâl	haline
getirmiştir	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	getir	getirmiştir
.	Punc	Punc	.	.
Birinci	Adj	Adj	birinci	Birinci
sürümü	Noun	Noun+A3sg+P3sg+Nom	sürüm	sürümü
assembler	UnDef	UnDef	assembler	assembler
ile	Postp	Postp+PCNom	ile	ile
yazılmış	Verb	Verb+Verb+Pass+Pos+Narr+A3sg	yaz	yazılmış
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
Unix	UnDef	UnDef	Unix	Unix
,	Punc	Punc	,	,
Dennis	Noun	Noun+Prop+A3sg+Pnon+Nom	Dennis	Dennis
Ritche'in	UnDef	UnDef	Ritche'in	Ritche'in
yaptığı	Verb	Verb+Pos+Adj+PastPart+P3sg	yap	yaptığı
çalışmalar	Verb	Verb+Pos+Noun+Inf2+A3pl+Pnon+Nom	çalış	çalışmalar
ile	Postp	Postp+PCNom	ile	ile
C	UnDef	UnDef	C	C
diline	Noun	Noun+A3sg+P3sg+Dat	dil	diline
aktarılmıştır	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	aktar	aktarılmıştır
.	Punc	Punc	.	.
Çeşitli	Noun	Noun+A3sg+Pnon+Nom+Adj+With	çeşit	Çeşitli
donanımlara	Noun	Noun+A3pl+Pnon+Dat	donanım	donanımlara
bu	Det	Det	bu	bu
sayede	Noun	Noun+A3sg+Pnon+Loc	saye	sayede
uyum	Noun	Noun+A3sg+Pnon+Nom	uyum	uyum
sağlayabilir	Verb	Verb+Verb+Able+Pos+Aor+A3sg	sağla	sağlayabilir
hale	Noun	Noun+NoHats+A3sg+Pnon+Dat	hâl	hale
getirilmiştir	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	getir	getirilmiştir
.	Punc	Punc	.	.
Linux	UnDef	UnDef	Linux	Linux
,	Punc	Punc	,	,
temel	Noun	Noun+A3sg+Pnon+Nom	temel	temel
tasarım	Noun	Noun+A3sg+Pnon+Nom	tasarım	tasarım
prensiplerini	Noun	Noun+A3pl+P3sg+Acc	prensip	prensiplerini
1970	Num	Num	1970	1970
ve	Conj	Conj	ve	ve
1980'lerde	Num	Num+Noun+Apos+A3pl+Pnon+Loc	1980	1980'lerde
Unix'in	UnDef	UnDef	Unix'in	Unix'in
oluşturduğu	Verb	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	oluş	oluşturduğu
prensiplerden	Noun	Noun+A3pl+Pnon+Abl	prensip	prensiplerden
elde	Noun	Noun+A3sg+Pnon+Loc	el	elde
etmiştir	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	et	etmiştir
.	Punc	Punc	.	.
Bu	Det	Det	bu	Bu
sistem	Noun	Noun+A3sg+Pnon+Nom	sistem	sistem
süreç	Noun	Noun+A3sg+Pnon+Nom	süreç	süreç
kontrolünün	Noun	Noun+A3sg+P3sg+Gen	kontrol	kontrolünün
üstesinden	UnDef	UnDef	üstesinden	üstesinden
gelebilen	Verb	Verb+Verb+Able+Pos+Adj+PresPart	gel	gelebilen
,	Punc	Punc	,	,
ağ	Noun	Noun+A3sg+Pnon+Nom	ağ	ağ
kurabilen	Verb	Verb+Verb+Able+Pos+Adj+PresPart	kur	kurabilen
ve	Conj	Conj	ve	ve
çevrel	UnDef	UnDef	çevrel	çevrel
ve	Conj	Conj	ve	ve
dosya	Noun	Noun+A3sg+Pnon+Nom	dosya	dosya
sistemini	Noun	Noun+A3sg+P3sg+Acc	sistem	sistemini
kullanabilen	Verb	Verb+Verb+Able+Pos+Adj+PresPart	kullan	kullanabilen
tek	Adj	Adj	tek	tek
parçalı	Noun	Noun+A3sg+Pnon+Nom+Adj+With	parça	parçalı
çekirdek	Noun	Noun+A3sg+Pnon+Nom	çekirdek	çekirdek
(	Punc	Punc	(	(
Linux	UnDef	UnDef	Linux	Linux
çekirdeği	Noun	Noun+A3sg+P3sg+Nom	çekirdek	çekirdeği
)	Punc	Punc	)	)
kullanmaktadır	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	kullan	kullanmaktadır
.	Punc	Punc	.	.
Aygıt	Noun	Noun+A3sg+Pnon+Nom	aygıt	Aygıt
sürücüleri	Noun	Noun+A3pl+P3sg+Nom	sürücü	sürücüleri
ya	Conj	Conj	ya	ya
çekirdekle	Noun	Noun+A3sg+Pnon+Ins	çekirdek	çekirdekle
doğrudan	Adj	Adj	doğrudan	doğrudan
birleşmiştir	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	birleş	birleşmiştir
ya	Conj	Conj	ya	ya
da	Conj	Conj	da	da
modül	Noun	Noun+A3sg+Pnon+Nom	modül	modül
halinde	Noun	Noun+NoHats+A3sg+P3sg+Loc	hâl	halinde
sistem	Noun	Noun+A3sg+Pnon+Nom	sistem	sistem
çalışırken	Verb	Verb+Pos+Aor+A3sg+Adv+While	çalış	çalışırken
yüklenmiştir	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	yükle	yüklenmiştir
.	Punc	Punc	.	.
UNIX	UnDef	UnDef	UNIX	UNIX
işletim	Noun	Noun+A3sg+Pnon+Nom	işletim	işletim
sisteminin	Noun	Noun+A3sg+P3sg+Gen	sistem	sisteminin
1980'lerin	Num	Num+Noun+Apos+A3pl+Pnon+Gen	1980	1980'lerin
başında	Noun	Noun+A3sg+P3sg+Loc	baş	başında
özel	Adj	Adj	özel	özel
lisanslar	Noun	Noun+A3pl+Pnon+Nom	lisans	lisanslar
ile	Postp	Postp+PCNom	ile	ile
pazarlamaya	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	pazarla	pazarlamaya
başlaması	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	başla	başlaması
üzerine	Noun	Noun+Prop+A3sg+P3sg+Dat	Üzer	üzerine
,	Punc	Punc	,	,
1983	Num	Num	1983	1983
Eylül	Noun	Noun+A3sg+Pnon+Nom	eylül	Eylül
ayında	Noun	Noun+A3sg+P3sg+Loc	Ay	ayında
Richard	Noun	Noun+Prop+A3sg+Pnon+Nom	Richard	Richard
Stallman	UnDef	UnDef	Stallman	Stallman
tarafından	Noun	Noun+A3sg+P3sg+Abl	taraf	tarafından
,	Punc	Punc	,	,
amacı	Noun	Noun+A3sg+P3sg+Nom	amaç	amacı
UNIX	UnDef	UnDef	UNIX	UNIX
benzeri	Adj	Adj	benzeri	benzeri
ve	Conj	Conj	ve	ve
parasız	Noun	Noun+A3sg+Pnon+Nom+Adj+Without	para	parasız
dağıtılabilen	Verb	Verb+Verb+Pass+Verb+Able+Pos+Adj+PresPart	dağıt	dağıtılabilen
bir	Det	Det	bir	bir
işletim	Noun	Noun+A3sg+Pnon+Nom	işletim	işletim
sistemi	Noun	Noun+A3sg+P3sg+Nom	sistem	sistemi
ortaya	Noun	Noun+A3sg+Pnon+Dat	orta	ortaya
çıkarmak	Verb	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	çık	çıkarmak
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
GNU	UnDef	UnDef	GNU	GNU
Tasarısı	Noun	Noun+A3sg+P3sg+Nom	tasarı	Tasarısı
(	Punc	Punc	(	(
GNU	UnDef	UnDef	GNU	GNU
Projesi	Noun	Noun+A3sg+P3sg+Nom	proje	Projesi
)	Punc	Punc	)	)
başlatılmıştır	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	başla	başlatılmıştır
.	Punc	Punc	.	.
Açılımı	Noun	Noun+A3sg+P3sg+Nom	açılım	Açılımı
GNU's	UnDef	UnDef	GNU's	GNU's
Not	Noun	Noun+A3sg+Pnon+Nom	not	Not
Unix	UnDef	UnDef	Unix	Unix
(	Punc	Punc	(	(
GNU	UnDef	UnDef	GNU	GNU
Unix	UnDef	UnDef	Unix	Unix
değildir	Noun	Noun+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	değil	değildir
)	Punc	Punc	)	)
dir	UnDef	UnDef	dir	dir
.	Punc	Punc	.	.
Bu	Det	Det	bu	Bu
ismi	Noun	Noun+A3sg+P3sg+Nom	isim	ismi
almasındaki	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Loc+Adj+Rel	al	almasındaki
sebep	Noun	Noun+A3sg+Pnon+Nom	sebep	sebep
de	Conj	Conj	de	de
tasarımının	Noun	Noun+A3sg+P3sg+Gen	tasarım	tasarımının
Unix'e	UnDef	UnDef	Unix'e	Unix'e
benzerken	Adj	Adj+Verb+Adv+While	benzer	benzerken
kendisinin	Pron	Pron+Reflex+A3sg+P3sg+Gen	kendi	kendisinin
özgür	Adj	Adj	özgür	özgür
yazılım	Noun	Noun+A3sg+Pnon+Nom	yazılım	yazılım
olması	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	ol	olması
ve	Conj	Conj	ve	ve
herhangi	Adj	Adj	herhangi	herhangi
bir	Det	Det	bir	bir
Unix	UnDef	UnDef	Unix	Unix
kodunu	Noun	Noun+A3sg+P3sg+Acc	kod	kodunu
içermemesidir	Verb	Verb+Neg+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	içer	içermemesidir
.	Punc	Punc	.	.
Proje	Noun	Noun+A3sg+Pnon+Nom	proje	Proje
,	Punc	Punc	,	,
günümüzde	Noun	Noun+A3sg+P1pl+Loc	gün	günümüzde
etkin	Adj	Adj	etkin	etkin
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
geliştirilmeye	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	geliş	geliştirilmeye
devam	Noun	Noun+A3sg+Pnon+Nom	devam	devam
etmektedir	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	et	etmektedir
.	Punc	Punc	.	.
Projenin	Noun	Noun+A3sg+Pnon+Gen	proje	Projenin
geliştirilmesi	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	geliş	geliştirilmesi
,	Punc	Punc	,	,
GNU	UnDef	UnDef	GNU	GNU
Tasarısı	Noun	Noun+A3sg+P3sg+Nom	tasarı	Tasarısı
tarafından	Noun	Noun+A3sg+P3sg+Abl	taraf	tarafından
gerçekleştirilmekte	Noun	Noun+A3sg+Pnon+Nom+Verb+Become+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg	gerçek	gerçekleştirilmekte
olup	Verb	Verb+Pos+Adv+AfterDoingSo	ol	olup
,	Punc	Punc	,	,
bu	Det	Det	bu	bu
tasarı	Noun	Noun+A3sg+Pnon+Nom	tasarı	tasarı
altında	Noun	Noun+A3sg+P3sg+Loc	alt	altında
birçok	Det	Det	birçok	birçok
GNU	UnDef	UnDef	GNU	GNU
belge	Noun	Noun+A3sg+Pnon+Nom	belge	belge
ve	Conj	Conj	ve	ve
yazılımları	Noun	Noun+A3pl+P3sg+Nom	yazılım	yazılımları
bulunur	Verb	Verb+Pos+Aor+A3sg	bulun	bulunur
.	Punc	Punc	.	.
Evvelden	Adv	Adv	evvelden	Evvelden
GNU	UnDef	UnDef	GNU	GNU
Projesi	Noun	Noun+A3sg+P3sg+Nom	proje	Projesi
içinde	Noun	Noun+A3sg+P3sg+Loc	iç	içinde
çekirdek	Noun	Noun+A3sg+Pnon+Nom	çekirdek	çekirdek
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
kullanılması	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	kullan	kullanılması
planlanan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	planla	planlanan
GNU/Hurd	UnDef	UnDef	GNU/Hurd	GNU/Hurd
ise	Verb	Verb+Pos+Cond+A3sg	i	ise
,	Punc	Punc	,	,
teknik	Adj	Adj	teknik	teknik
ve	Conj	Conj	ve	ve
fikirsel	UnDef	UnDef	fikirsel	fikirsel
aksaklıklardan	Noun	Noun+A3pl+Pnon+Abl	aksaklık	aksaklıklardan
ötürü	Postp	Postp+PCAbl	ötürü	ötürü
tamamlanamamıştır	Verb	Verb+Verb+Pass+Verb+Able+Neg+Narr+A3sg+Cop+A3sg	tamamla	tamamlanamamıştır
.	Punc	Punc	.	.
GNU	UnDef	UnDef	GNU	GNU
Projesinin	Noun	Noun+A3sg+P3sg+Gen	proje	Projesinin
bu	Det	Det	bu	bu
eksiğini	Noun	Noun+A3sg+P3sg+Acc	eksik	eksiğini
de	Conj	Conj	de	de
Linux	UnDef	UnDef	Linux	Linux
çekirdeği	Noun	Noun+A3sg+P3sg+Nom	çekirdek	çekirdeği
doldurmuştur	Verb	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	dol	doldurmuştur
.	Punc	Punc	.	.
Çünkü	Conj	Conj	çünkü	Çünkü
GNU	UnDef	UnDef	GNU	GNU
projesi	Noun	Noun+A3sg+P3sg+Nom	proje	projesi
çerçevesinde	Noun	Noun+A3sg+P3sg+Loc	çerçeve	çerçevesinde
yaratılacak	Verb	Verb+Verb+Pass+Pos+Fut+A3sg	yarat	yaratılacak
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
Unix	UnDef	UnDef	Unix	Unix
benzeri	Adj	Adj	benzeri	benzeri
işletim	Noun	Noun+A3sg+Pnon+Nom	işletim	işletim
sisteminin	Noun	Noun+A3sg+P3sg+Gen	sistem	sisteminin
çoğu	Adj	Adj	çoğu	çoğu
parçaları	Noun	Noun+A3pl+P3sg+Nom	parça	parçaları
bitmişti	Verb	Verb+Pos+Narr+Past+A3sg	bit	bitmişti
.	Punc	Punc	.	.
Yapılmayan	Verb	Verb+Verb+Pass+Neg+Adj+PresPart	yap	Yapılmayan
en	Adv	Adv	en	en
önemli	Noun	Noun+A3sg+Pnon+Nom+Adj+With	önem	önemli
parça	Noun	Noun+A3sg+Pnon+Nom	parça	parça
işletim	Noun	Noun+A3sg+Pnon+Nom	işletim	işletim
sisteminin	Noun	Noun+A3sg+P3sg+Gen	sistem	sisteminin
çekirdeği	Noun	Noun+A3sg+P3sg+Nom	çekirdek	çekirdeği
idi	Verb	Verb+Pos+Past+A3sg	i	idi
.	Punc	Punc	.	.
Bu	Det	Det	bu	Bu
eksik	Noun	Noun+A3sg+Pnon+Nom	eksik	eksik
de	Conj	Conj	de	de
Linux	UnDef	UnDef	Linux	Linux
çekirdeği	Noun	Noun+A3sg+P3sg+Nom	çekirdek	çekirdeği
tarafından	Noun	Noun+A3sg+P3sg+Abl	taraf	tarafından
kapatılmış	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	kapa	kapatılmış
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
.	Punc	Punc	.	.
1992'ye	Num	Num+Noun+Apos+A3sg+Pnon+Dat	1992	1992'ye
kadar	Postp	Postp+PCDat	kadar	kadar
yasal	Adj	Adj	yasal	yasal
karmaşalardan	Noun	Noun+A3pl+Pnon+Abl	karmaşa	karmaşalardan
dolayı	Postp	Postp+PCAbl	dolayı	dolayı
ortaya	Noun	Noun+A3sg+Pnon+Dat	orta	ortaya
çıkarılamamasına	Verb	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Noun+Inf2+A3sg+P3sg+Dat	çık	çıkarılamamasına
rağmen	Postp	Postp+PCDat	rağmen	rağmen
;	Punc	Punc	;	;
NetBSD	UnDef	UnDef	NetBSD	NetBSD
ve	Conj	Conj	ve	ve
FreeBSD'den	UnDef	UnDef	FreeBSD'den	FreeBSD'den
geliştirilen	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	geliş	geliştirilen
386	Num	Num	386	386
BSD	UnDef	UnDef	BSD	BSD
Linux'un	UnDef	UnDef	Linux'un	Linux'un
erken	Adv	Adv	erken	erken
tarihli	Noun	Noun+A3sg+Pnon+Nom+Adj+With	tarih	tarihli
geçmişini	Noun	Noun+A3sg+P3sg+Acc	geçmiş	geçmişini
oluşturdu	Verb	Verb+Verb+Caus+Pos+Past+A3sg	oluş	oluşturdu
.	Punc	Punc	.	.
Linus	UnDef	UnDef	Linus	Linus
Torvalds'ın	UnDef	UnDef	Torvalds'ın	Torvalds'ın
söylediğine	Verb	Verb+Pos+Noun+PastPart+A3sg+P3sg+Dat	söyle	söylediğine
göre	Postp	Postp+PCDat	göre	göre
386	Num	Num	386	386
BSD	UnDef	UnDef	BSD	BSD
1992	Num	Num	1992	1992
tarihinden	Noun	Noun+A3sg+P3sg+Abl	tarih	tarihinden
önce	Postp	Postp+PCAbl	önce	önce
ortaya	Noun	Noun+A3sg+Pnon+Dat	orta	ortaya
çıkmış	Verb	Verb+Pos+Narr+A3sg	çık	çıkmış
olsaydı	Verb	Verb+Pos+Desr+Past+A3sg	ol	olsaydı
,	Punc	Punc	,	,
Linux'u	UnDef	UnDef	Linux'u	Linux'u
yaratmayı	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Acc	yarat	yaratmayı
düşünmek	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	düşün	düşünmek
söz	Noun	Noun+A3sg+Pnon+Nom	söz	söz
konusu	Noun	Noun+A3sg+P3sg+Nom	konu	konusu
olmayabilirdi	Verb	Verb+Neg+Verb+Able+Aor+Past+A3sg	ol	olmayabilirdi
.	Punc	Punc	.	.
Gerçek	Noun	Noun+A3sg+Pnon+Nom	gerçek	Gerçek
bir	Det	Det	bir	bir
işletim	Noun	Noun+A3sg+Pnon+Nom	işletim	işletim
sistemini	Noun	Noun+A3sg+P3sg+Acc	sistem	sistemini
parçalara	Noun	Noun+A3pl+Pnon+Dat	parça	parçalara
ayırmak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	ayır	ayırmak
için	Postp	Postp+PCNom	için	için
kullanılan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	kullan	kullanılan
deneysel	Adj	Adj	deneysel	deneysel
bir	Det	Det	bir	bir
işletim	Noun	Noun+A3sg+Pnon+Nom	işletim	işletim
sistemidir	Noun	Noun+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	sistem	sistemidir
.	Punc	Punc	.	.
1991	Num	Num	1991	1991
yılında	Noun	Noun+A3sg+P3sg+Loc	yıl	yılında
Linus	UnDef	UnDef	Linus	Linus
Torvalds	UnDef	UnDef	Torvalds	Torvalds
,	Punc	Punc	,	,
Helsinki	Noun	Noun+Prop+A3sg+Pnon+Nom	Helsinki	Helsinki
Üniversitesine	Noun	Noun+A3sg+P3sg+Dat	üniversite	Üniversitesine
katıldığında	Verb	Verb+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Loc	kat	katıldığında
işletim	Noun	Noun+A3sg+Pnon+Nom	işletim	işletim
sistemlerini	Noun	Noun+A3pl+P3sg+Acc	sistem	sistemlerini
merak	Noun	Noun+A3sg+Pnon+Nom	merak	merak
etti	Verb	Verb+Pos+Past+A3sg	et	etti
.	Punc	Punc	.	.
Sadece	Adv	Adv	sadece	Sadece
eğitim	Noun	Noun+A3sg+Pnon+Nom	eğitim	eğitim
için	Postp	Postp+PCNom	için	için
MINIX	UnDef	UnDef	MINIX	MINIX
lisansı	Noun	Noun+A3sg+P3sg+Nom	lisans	lisansı
almaya	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	al	almaya
çalıştı	Verb	Verb+Pos+Past+A3sg	çalış	çalıştı
ama	Conj	Conj	ama	ama
başarılı	Noun	Noun+A3sg+Pnon+Nom+Adj+With	başarı	başarılı
olamadı	Verb	Verb+Verb+Able+Neg+Past+A3sg	ol	olamadı
.	Punc	Punc	.	.
Bu	Det	Det	bu	Bu
yüzden	Adj	Adj+Noun+A3sg+Pnon+Abl	yüz	yüzden
kendi	Pron	Pron+Reflex+A3sg+P3sg+Nom	kendi	kendi
işletim	Noun	Noun+A3sg+Pnon+Nom	işletim	işletim
sistemini	Noun	Noun+A3sg+P3sg+Acc	sistem	sistemini
kurmaya	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	kur	kurmaya
çalıştı	Verb	Verb+Pos+Past+A3sg	çalış	çalıştı
.	Punc	Punc	.	.
Böylece	Adv	Adv	böylece	Böylece
Linux	UnDef	UnDef	Linux	Linux
çekirdeği	Noun	Noun+A3sg+P3sg+Nom	çekirdek	çekirdeği
ortaya	Noun	Noun+A3sg+Pnon+Dat	orta	ortaya
çıkmış	Verb	Verb+Pos+Narr+A3sg	çık	çıkmış
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
.	Punc	Punc	.	.
Minix	UnDef	UnDef	Minix	Minix
,	Punc	Punc	,	,
kullanıcıların	Verb	Verb+Pos+Noun+Agt+A3pl+Pnon+Gen	kullan	kullanıcıların
kendi	Pron	Pron+Reflex+A3sg+P3sg+Nom	kendi	kendi
kişisel	Adj	Adj	kişisel	kişisel
bilgisayarlarında	Noun	Noun+A3pl+P3sg+Loc	bilgisayar	bilgisayarlarında
Unix'in	UnDef	UnDef	Unix'in	Unix'in
çalışma	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	çalış	çalışma
sistemini	Noun	Noun+A3sg+P3sg+Acc	sistem	sistemini
öğrenmelerini	Verb	Verb+Pos+Noun+Inf2+A3pl+P3sg+Acc	öğren	öğrenmelerini
amaçlar	Noun	Noun+A3pl+Pnon+Nom	amaç	amaçlar
.	Punc	Punc	.	.
Andrew	Noun	Noun+Prop+A3sg+Pnon+Nom	Andrew	Andrew
S.	Noun	Noun+Abbr+A3sg+Pnon+Nom	s.	S.
Tanenbaum	UnDef	UnDef	Tanenbaum	Tanenbaum
tarafından	Noun	Noun+A3sg+P3sg+Abl	taraf	tarafından
kitabı	Noun	Noun+A3sg+P3sg+Nom	kitap	kitabı
Operating	UnDef	UnDef	Operating	Operating
Systems	Noun	Noun+Prop+A3sg+Pnon+Nom	Systems	Systems
