lemma	morph_parse	correct_form	frequency
yenile	Verb+Verb+Caus+Pos+Narr+A3sg	yeniletmiş	1
delir	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	delirtmektedir	1
önemse	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	önemsetmesi	1
yaşa	Verb+Verb+Caus+Verb+Able+Pos+Noun+FutPart+A3pl+P3sg+Acc	yaşatabileceklerini	1
yansı	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom	yansıtabilmesi	1
şiddetlen	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	şiddetlendirdiğini	1
neticelen	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Narr+A3sg+Cop+A3sg	neticelendirilememiştir	1
unut	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Abl	unutturmasından	1
barın	Verb+Verb+Caus+Neg+Adj+PastPart+P3pl	barındırmadıkları	1
yalanla	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	yalanlatabilir	1
üre	Verb+Verb+Caus+Verb+Caus+Pos+Adj+PresPart	ürettiren	1
uy	Verb+Verb+Caus+Neg+Noun+PastPart+A3pl+P3sg+Acc	uydurmadıklarını	1
uğra	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3pl+Past	uğratılırlardı	1
büyü	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PastPart+P3sg	büyütülebildiği	1
sığ	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	sığdırıldığı	1
öl	Verb+Verb+Caus+Verb+Pass+Neg+Noun+Inf2+A3sg+Pnon+Dat	öldürülmemeye	1
büyü	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	büyütmektir	1
korkut	Verb+Verb+Caus+Pos+Imp+A2sg	Korkuttur	1
genişle	Verb+Verb+Caus+Pos+Prog2+A1pl	genişletmekteyiz	1
çekiş	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Gen	çekiştirenlerin	1
büyü	Verb+Verb+Caus+Pos+Fut+A1pl	büyüteceğiz	1
gülümse	Verb+Verb+Caus+Pos+Fut+A3sg	gülümsetecek	1
uy	Verb+Verb+Caus+Verb+Able+Neg+Noun+PastPart+A3pl+P3sg+Abl	uyduramadıklarından	1
sal	Verb+Verb+Caus+Neg+Desr+A3pl+Past	saldırmasalardı	1
dur	Verb+Verb+Caus+Neg+Adj+FutPart+P3sg	durdurmayacağı	1
çık	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+P2sg+Acc	çıkartmanı	1
sal	Verb+Verb+Caus+Verb+Able+Pos+Aor+Past+A3sg	saldırabilirdi	1
yap	Verb+Verb+Caus+Pos+Fut+A3pl	yaptıracaklar	1
naklet	Verb+Verb+Caus+Pos+Prog2+A3sg	naklettirmekte	1
üre	Verb+Verb+Caus+Verb+Pass+Neg+Fut+A3sg	üretilmeyecek	1
üre	Verb+Verb+Caus+Verb+Pass+Neg+Noun+Inf2+A3sg+P3sg+Nom	üretilmemesi	1
parçala	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	parçalatılmıştır	1
tanı	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3pl+Cop+A3sg	tanıtılmışlardır	1
yetiş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	yetiştirilebilmesidir	1
sıkış	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	sıkıştırmasıdır	1
özen	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	özendirmesidir	1
çalış	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With	çalıştırılmalı	1
dur	Verb+Verb+Caus+Verb+Able+Pos+Narr+Cond+A3sg	durdurabilmişse	1
genişle	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Abl	genişlettiğinden	1
düzel	Verb+Verb+Caus+Verb+Pass+Pos+Adv+When	düzeltilince	1
çalış	Verb+Verb+Caus+Verb+Pass+Neg+Verb+Able+Adj+PastPart+P3sg	çalıştırılmayabildiği	1
ulaş	Verb+Verb+Caus+Pos+Prog1+A3pl	ulaştırıyorlar	1
bürün	Verb+Reflex+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	büründürülen	1
kur	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	kurdurulur	1
tutuş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	tutuşturulmuş	1
esne	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	esnetildiği	1
kabullen	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf1+A3sg+Pnon+Nom	kabullendirebilmek	1
sorgula	Verb+Verb+Caus+Pos+Adj+PresPart	sorgulatan	1
sin	Verb+Verb+Caus+Pos+Prog1+Past+A3sg	sindiriyordu	1
otla	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Loc	otlattığında	1
sun	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	sundurmuştur	1
sıkış	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3pl+P3sg+Loc	Sıkıştırıldıklarında	1
ılı	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	ılıtılmış	1
çarpış	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	çarpıştırıldığı	1
canlan	Verb+Verb+Caus+Pos+Neces+A3sg+Cop+A3sg	canlandırmalıdır	1
er	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Gen	erdirmelerinin	1
canlan	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg	canlandırılmamış	1
din	Verb+Verb+Caus+Pos+Noun+FutPart+A3pl+P3sg+Acc	dindireceklerini	1
ulaş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Loc	Ulaştırmada	1
dönüş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog1+Past+A3sg	dönüştürülebiliyordu	1
eri	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom	eritebilmesi	1
resmet	Verb+Verb+Caus+Pos+Aor+A3sg	resmettirir	1
çal	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	çaldırıldı	1
konuşlan	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog2+A3sg+Cop+A3sg	konuşlandırılabilmektedir	1
kızar	Verb+Verb+Caus+Pos+Aor+A3sg	kızartır	1
tiksin	Verb+Verb+Caus+Pos+Fut+A3sg	tiksindirecek	1
hafifle	Verb+Verb+Caus+Pos+Prog2+A3sg	hafifletmekte	1
dağıt	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	dağıttırmıştır	1
yansı	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Nom	yansıtılmaları	1
yüz	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	yüzdürmek	1
değiş	Verb+Verb+Caus+Pos+Fut+Narr+A3sg	değiştirecekmiş	1
alış	Verb+Verb+Caus+Pos+Narr+Past+A3sg	alıştırmıştı	1
dön	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+Pnon+Abl	döndürüldükten	1
hisset	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Acc	hissettirmesini	1
yap	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	yaptırabilmesidir	1
bulan	Verb+Verb+Caus+Pos+Narr+Past+A3sg	bulandırmıştı	1
kuvvetlen	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	kuvvetlendirirken	1
üre	Verb+Verb+Caus+Pos+Fut+Cond+A3sg	üretecekse	1
yetiş	Verb+Verb+Caus+Verb+Able+Neg+Prog1+A3sg	yetiştiremiyor	1
üre	Verb+Verb+Caus+Verb+Able+Neg+Prog1+Past+A3sg	üretemiyordu	1
yeşer	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	yeşerttiği	1
yerleş	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	yerleştirebilmektir	1
art	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P1pl+Loc	arttırdığımızda	1
sök	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+Pnon+Nom	söktürücüler	1
belir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	belirtilebilmesidir	1
tırman	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	tırmandırılması	1
uy	Verb+Verb+Caus+Pos+Adj+PastPart+P1pl	uydurduğumuz	1
bin	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With	Bindirmeli	1
çürü	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+Past+A3sg	çürütülüyordu	1
ayır	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Abl	ayırttığından	1
tut	Verb+Verb+Caus+Verb+Pass+Pos+Adj+FutPart+P3sg	tutturulacağı	1
öl	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Acc	Öldürmesini	1
yarış	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	yarıştırdığı	1
canlan	Verb+Verb+Caus+Pos+Noun+Inf3+A3sg+P3sg+Nom	canlandırışı	1
kopar	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	kopartılmasını	1
genişle	Verb+Verb+Caus+Verb+Able+Pos+Adj+PastPart+P3sg	genişletebildiği	1
rahatla	Verb+Verb+Caus+Neg+Adj+PastPart+P3sg	rahatlatmadığı	1
hafifle	Verb+Verb+Caus+Pos+Fut+A3sg+Cop+A3sg	hafifletecektir	1
sür	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Loc+Adj+Rel	sürdürmesindeki	1
kısal	Verb+Verb+Caus+Verb+Pass+Neg+Aor+A3sg	kısaltılmaz	1
yık	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	yıktırıldığını	1
sesle	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg+Adv+While	sesletilirken	1
şakla	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	şaklatılarak	1
seç	Verb+Verb+Caus+Verb+Caus+Pos+Fut+A3sg+Cop+A3sg	seçtirtecektir	1
gecik	Verb+Verb+Caus+Verb+Pass+Neg+Adj+PastPart+P3sg	geciktirilmediği	1
oku	Verb+Verb+Caus+Pos+Prog1+A3pl+Past	okutuyorlardı	1
paylaş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc	paylaştırılmasında	1
uzaklaş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PresPart	uzaklaştırılabilen	1
çök	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+Pnon+Abl	çöktürüldükten	1
çoğal	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	çoğalttığını	1
alakalan	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	alakalandırılabilir	1
nitelen	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+Past+A3sg	nitelendirilmekteydi	1
tüt	Verb+Verb+Caus+Pos+Adj+PresPart	tüttüren	1
pekiş	Verb+Verb+Caus+Pos+Aor+A3pl	pekiştirirler	1
uyan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	uyandırmadır	1
hisset	Verb+Verb+Caus+Neg+Noun+Inf1+A3sg+Pnon+Nom	hissettirmemek	1
barın	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P1sg+Acc	barındırdığımı	1
çık	Verb+Verb+Caus+Neg+Prog2+A3sg	çıkarmamakta	1
er	Verb+Verb+Caus+Verb+Able+Neg+Narr+A3sg+Cop+A3sg	erdirememiştir	1
yetiş	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Acc	yetiştirmelerini	1
taçlan	Verb+Verb+Caus+Pos+Fut+A3sg	taçlandıracak	1
gölgelen	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	gölgelendirdiği	1
tanı	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3pl	tanıtılmaktadırlar	1
gölgelen	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Gölgelendirme	1
em	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	Emdirilen	1
em	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3pl	emdirilirler	1
al	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	aldırılmaktadır	1
em	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg	emdirilmekte	1
yap	Verb+Verb+Caus+Verb+Able+Pos+Prog2+A3sg+Cop+A3sg	yaptırabilmektedir	1
çoğal	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3pl	çoğaltılabilirler	1
bestele	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	besteletmiştir	1
tokuş	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	tokuşturdukları	1
fırla	Verb+Verb+Caus+Neg+Aor+A3pl	fırlatmazlar	1
uğra	Verb+Verb+Caus+Verb+Able+Pos+Noun+FutPart+A3pl+P3sg+Acc	uğratabileceklerini	1
dur	Verb+Verb+Caus+Verb+Able+Neg+Aor+Cond+A3sg	durduramazsa	1
oluş	Verb+Verb+Caus+Neg+Noun+Inf2+A3sg+Pnon+Nom	oluşturmama	1
çağrış	Verb+Verb+Caus+Pos+Prog2+A3sg	çağrıştırmakta	1
çözün	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	çözündürebilir	1
çözün	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc	çözündürülmesinde	1
em	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	emdirilmesiyle	1
karış	Verb+Verb+Caus+Verb+Pass+Pos+Adj+FutPart+P3sg	karıştırılacağı	1
yaklaş	Verb+Verb+Caus+Pos+Aor+A3pl	yaklaştırırlar	1
kısal	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Past+A3sg	kısaltmaktı	1
vur	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3sg+P3sg+Nom	vurduranı	1
yüksel	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Gen	yükseltilmenin	1
et	Verb+Verb+Caus+Pos+Fut+A1sg	ettireceğim	1
dayan	Verb+Verb+Caus+Pos+Fut+A3sg	dayandıracak	1
geliş	Verb+Verb+Caus+Verb+Able+Pos+Narr+A3sg+Cop+A3sg	geliştirebilmiştir	1
bağdaş	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+Pnon+Nom	bağdaştırabilme	1
çık	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog2+A3sg	çıkarılabilmekte	1
vazgeçir	Verb+Verb+Caus+Pos+Adj+PresPart	vazgeçirten	1
tutuş	Verb+Verb+Caus+Verb+Pass+Pos+Adj+FutPart+P3sg	tutuşturulacağı	1
endişelen	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	endişelendirici	1
seğir	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Seğirtme	1
barın	Verb+Verb+Caus+Pos+Noun+PastPart+A3pl+P3sg+Nom+Verb+Pres+Cop+A3sg	barındırdıklarıdır	1
sal	Verb+Verb+Caus+Neg+Narr+A3pl+Cop+A3sg	saldırmamışlardır	1
eğ	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	eğdirdikleri	1
öl	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Abl	öldürmelerinden	1
öl	Verb+Verb+Caus+Verb+Able+Pos+Prog2+A3sg	öldürebilmekte	1
gerek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Ins	gerektirmekle	1
çalış	Verb+Verb+Caus+Verb+Able+Neg+Noun+FutPart+A3pl+P3sg+Dat	çalıştıramayacaklarına	1
yetiş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog2+A3sg	yetiştirilebilmekte	1
yanaş	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	yanaştırılan	1
sus	Verb+Verb+Caus+Verb+Pass+Pos+Neces+A3sg+Cop+A3sg	susturulmalıdır	1
bas	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3pl	bastırabilirler	1
güçlen	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With	Güçlendirilmeli	1
belir	Verb+Verb+Caus+Verb+Able+Pos+Prog2+A3sg	belirtebilmekte	1
yetiş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Gen	yetiştirmeciliğinin	1
işle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Loc+Verb+Pres+Cop+A3sg	işletmededir	1
dolaş	Verb+Verb+Caus+Verb+Able+Neg+Aor+A1pl	dolaştıramayız	1
çık	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Gen	çıkarıcılığın	1
beğen	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	beğendirmek	1
özen	Verb+Verb+Caus+Verb+Caus+Pos+Adv+ByDoingSo	özendirterek	1
eyle	Verb+Verb+Caus+Pos+Imp+A2sg	Eylet	1
uy	Verb+Verb+Caus+Verb+Able+Neg+Adj+PastPart+P3pl	uyduramadıkları	1
bölüş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	bölüştürülmesini	1
yaz	Verb+Verb+Caus+Verb+Able+Pos+Narr+A3pl+Past	yazdırabilmişlerdi	1
kutuplaş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	kutuplaştırma	1
boşalt	Verb+Verb+Caus+Pos+Adv+ByDoingSo	boşalttırarak	1
ayaklan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	ayaklandırmayı	1
güçlen	Verb+Verb+Caus+Verb+Pass+Pos+Neces+A3sg+Cop+A3sg	güçlendirilmelidir	1
uyan	Verb+Verb+Caus+Verb+Able+Pos+Noun+FutPart+A3sg+P3sg+Dat	uyandırabileceğine	1
tüt	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Loc	tüttürmede	1
kapa	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+Pnon+Loc	Kapatılmalarda	1
eski	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Loc	Eskitilmede	1
yetiş	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Gen	yetiştirenlerin	1
öl	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	öldürtülüp	1
kutuplaş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Kutuplaştırma	1
çarp	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3pl	çarptırıldıkları	1
bas	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3pl+Past	bastırılmışlardı	1
çoğal	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PastPart+P3sg	çoğaltılabildiği	1
kavuş	Verb+Verb+Caus+Pos+Adj+FutPart+P3sg	kavuşturacağı	1
fırla	Verb+Verb+Caus+Pos+Neces+Past+A3sg	fırlatmalıydı	1
art	Verb+Verb+Caus+Neg+Adj+FutPart+P3sg	arttırmayacağı	1
başla	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Abl	başlatıldığından	1
kaybet	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	kaybettirtmeye	1
oyna	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Abl	oynattığından	1
yık	Verb+Verb+Caus+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	yıktırtmışlardır	1
dol	Verb+Verb+Caus+Pos+Past+A1sg	Doldurdum	1
işle	Verb+Verb+Caus+Pos+Prog1+A3pl	işletiyorlar	1
büyü	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+Pnon+Abl	büyütüldükten	1
rahatla	Verb+Verb+Caus+Pos+Prog1+Past+A3sg	rahatlatıyordu	1
çimlen	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	çimlendirilebilir	1
don	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg	dondurulmamış	1
ye	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Abl	yedirilmesinden	1
bez	Verb+Verb+Caus+Pos+Adj+PresPart	bezdiren	1
çarp	Verb+Verb+Caus+Neg+Noun+Inf2+A3sg+P3sg+Acc	çarptırmamasını	1
dol	Verb+Verb+Caus+Pos+Adv+When+Noun+A3sg+Pnon+Dat	dolduruncaya	1
savaş	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	savaştırmışlardır	1
yetiş	Verb+Verb+Caus+Pos+Narr+A3pl	yetiştirmişler	1
genişle	Verb+Verb+Caus+Pos+Noun+Inf3+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	genişletiştir	1
çürü	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Ins	çürütüldüğüyle	1
dur	Verb+Verb+Caus+Pos+Noun+FutPart+A3sg+P1pl+Acc	durduracağımızı	1
dönüş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Nom	dönüştürülmeleri	1
çarp	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Adj+FutPart+P3sg	çarptırılamayacağı	1
utan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	utandırma	1
öl	Verb+Verb+Caus+Pos+Imp+A2pl	ÖLDÜRÜN	1
tutuş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	tutuşturulması	1
tutuş	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	Tutuşturmak	1
patla	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf1+A3sg+Pnon+Nom	patlatılmak	1
çiğne	Verb+Verb+Caus+Verb+Pass+Pos+Narr+Past+A3sg	çiğnetilmişti	1
uza	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	Uzatırken	1
karşılaş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Adj+PresPart	karşılaştırılamayan	1
yüreklen	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Nom	yüreklendirilmeleri	1
biçimlen	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	biçimlendirmişlerdir	1
kalkın	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	kalkındırdığı	1
sığ	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart+Noun+A3sg+Pnon+Gen	sığdırılanın	1
sığ	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	sığdırılmaktadır	1
yansı	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Loc	yansıtıldığında	1
yaklaş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	yaklaştırılabilir	1
geliş	Verb+Verb+Caus+Pos+Neces+A3sg+Cop+A3pl	geliştirmelidirler	1
düzel	Verb+Verb+Caus+Pos+Imp+A2pl	düzeltiniz	1
yaklaş	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg+Cop+A3sg	yaklaştırılmamıştır	1
ekle	Verb+Verb+Caus+Pos+Aor+A3sg	ekletir	1
kaz	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	kazdırmıştır	1
bulun	Verb+Verb+Caus+Verb+Able+Neg+Noun+PastPart+A3sg+P3sg+Abl	bulunduramadığından	1
yeşer	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc	yeşertilmesinde	1
tutukla	Verb+Verb+Caus+Pos+Fut+A1sg	tutuklatacağım	1
kan	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PresPart	kandırılabilen	1
al	Verb+Verb+Caus+Verb+Caus+Pos+Adj+PastPart+P3sg	aldırttığı	1
yıpran	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	yıprandırıcı	1
et	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Gen	ettirenlerin	1
tüt	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	tüttürmek	1
ara	Verb+Verb+Caus+Pos+Desr+A3sg	aratsa	1
oyna	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3pl+P3sg+Abl	oynatıldıklarından	1
yansı	Verb+Verb+Caus+Pos+Aor+Past+A3sg	yansıtırdı	1
teşkilatlan	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3pl	teşkilatlandırılırlar	1
çek	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Dat	çektirmesine	1
unut	Verb+Verb+Caus+Pos+Narr+Past+A3sg	unutturmuştu	1
unut	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	unutturması	1
ara	Verb+Verb+Caus+Pos+Prog1+Past+A3sg	aratıyordu	1
don	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3pl	dondurulabilirler	1
terle	Verb+Verb+Caus+Pos+Aor+A3sg	Terletir	1
et	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Dat	ettirilebilmesine	1
aksa	Verb+Verb+Caus+Pos+Prog1+Cond+A3sg	aksatıyorsa	1
fırla	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+P3sg+Nom	fırlatıcıları	1
bulun	Verb+Verb+Caus+Pos+Imp+A2pl	bulundurunuz	1
dola	Verb+Verb+Caus+Pos+Opt+A3sg	Dolata	1
oluş	Verb+Verb+Caus+Neg+Noun+FutPart+A3pl+P3sg+Dat	oluşturmayacaklarına	1
çık	Verb+Verb+Caus+Verb+Caus+Neg+Prog1+Past+A1sg	çıkartmıyordum	1
söyle	Verb+Verb+Caus+Pos+Aor+A3pl+Past	söyletirlerdi	1
bekle	Verb+Verb+Caus+Pos+Past+A3pl	beklettiler	1
bileyle	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	bileyletmek	1
